3.09219	12.8154	-0.194491	-0.706577	1.01998	1.79412	
3.09219	12.8154	-0.194491	-0.706577	1.01998	1.79412	
4.08917	12.879	-0.23925	-0.764781	0.156105	-0.585604	
3.40809	13.5144	0.124616	0.779542	0.897552	0.995322	
2.71034	12.9408	0.553769	0.506482	0.961989	0.636993	
2.80595	13.748	-0.0287188	0.536279	0.880291	0.528705	
3.66397	13.5941	-0.518715	0.500025	0.628311	0.544545	
2.932	12.9212	-0.625925	1.25726	-0.0150388	-0.567005	
2.76522	11.9352	-0.623687	-0.259585	0.244217	-0.451902	
3.50041	11.8248	0.0451329	0.161712	1.35558	-0.733842	
2.57645	11.6639	-0.301844	0.341919	0.361367	-0.749474	
2.89798	11.338	0.58723	-0.288594	1.20899	-0.212388	
2.93022	12.0375	1.30116	0.599026	0.885297	0.0633049	
2.4428	12.7291	1.83411	-0.939116	-0.512459	0.462142	
2.4369	12.9408	0.856792	-0.528577	0.325964	0.6422	
2.35608	11.9834	0.579708	-0.643628	0.530448	-0.0289697	
1.54793	11.4047	0.470065	-0.758967	0.768949	-0.435357	
1.59503	10.5266	0.946173	0.748743	0.540434	-1.01159	
2.49538	10.1012	1.03775	0.878299	0.777241	-1.18654	
2.72514	10.4353	1.95184	0.162575	-0.248515	-0.633749	
1.87018	10.0083	1.65732	-0.414211	1.11599	-0.929759	
1.63533	10.0417	2.62877	1.23019	-0.0498798	-0.496592	
2.05919	9.18511	2.3344	0.115035	-0.60074	-0.494156	
2.66783	9.20731	1.54127	-0.0888807	0.0556214	-0.631647	
2.04643	9.77124	2.08518	-0.888322	0.399799	-1.90621	
1.66704	9.00519	1.5663	0.340469	-0.633802	-1.27296	
2.47273	9.59702	1.59086	0.843206	-1.31771	-1.31444	
2.3081	10.1877	2.38078	1.66518	-0.793626	-1.53631	
2.57451	9.24958	2.60199	0.685197	-0.900933	-0.81792	
1.61271	9.40305	2.8287	1.04238	0.0279768	0.0608337	
1.00303	9.93305	3.4181	0.369818	-0.901038	0.198262	
1.06358	9.4984	2.51953	1.06993	0.587545	-0.471104	
1.09912	10.4971	2.55672	0.497243	0.552819	0.946132	
1.44486	11.0264	3.33147	1.19583	1.83113	-0.243589	
1.00947	10.9536	4.22876	0.164347	0.956339	-0.817474	
1.62636	11.4596	4.83159	0.618288	-0.633855	0.0470205	
1.2434	10.6321	4.42108	-0.124833	-0.0320028	-0.470106	
1.57194	11.4907	4.02755	0.14616	-0.504204	-1.2717	
0.799537	11.5537	3.39555	-0.59971	0.0101397	-0.306109	
-0.0375376	11.5553	3.94263	-0.0390157	0.184267	0.549277	
0.597037	10.97	4.44726	0.117565	-0.464972	-0.403489	
0.970654	10.7866	3.53798	1.85376	-1.13296	0.449224	
0.583177	10.2031	4.25171	-0.331524	-0.61957	-0.325369	
1.19577	10.677	3.61908	1.62777	-0.688021	1.53214	
1.92159	11.3495	3.47465	1.06282	-0.42419	-0.0582086	
1.39821	10.6577	2.97715	-0.286661	0.359131	0.277386	
0.689174	9.98265	2.77331	-0.119517	0.668059	-1.31404	
0.349935	9.22212	3.32695	-0.327952	0.778442	-1.29023	
0.237168	8.24316	3.15689	-1.009	0.388435	1.45442	
-0.391175	8.84471	2.66361	-0.41094	0.0817266	0.322099	
-0.0636058	7.95007	2.96744	0.381905	0.414783	0.445525	
0.245096	8.43576	3.78524	-0.405989	0.215344	0.860359	
-0.203792	9.06705	3.15282	-1.11256	-0.577487	0.57238	
-0.550186	8.1348	3.04834	-2.2085	-0.0910305	-0.116383	
-0.143454	8.94696	3.46663	-0.0798449	-1.57771	0.682684	
-0.0500566	8.0198	3.82947	-0.410958	-1.75235	0.320898	
-0.7439	7.38093	4.16178	-0.582827	-0.202057	2.91493	
-0.542132	8.36032	4.17088	-0.127917	-0.28241	1.08495	
0.208994	8.77205	3.65485	-0.904472	0.248719	0.381065	
0.680348	7.90074	3.79136	-0.491323	0.090462	-2.10216	
-0.176558	7.48831	3.48214	-0.781473	-0.849772	-0.0269878	
0.0648015	6.52589	3.60658	0.12493	-0.575629	0.326946	
1.04825	6.70484	3.63498	-0.224675	1.41139	-0.243042	
1.75389	6.88302	4.32078	-1.37345	0.421171	1.18983	
1.57644	6.23692	5.06311	-0.77704	-0.805814	0.260779	
1.85232	6.34442	6.01827	-0.117476	0.396068	-0.067074	
2.35197	6.44993	5.1585	0.209103	0.740422	0.16531	
2.54014	6.90926	6.0266	-0.281696	1.58288	-0.175302	
2.1913	6.08217	6.46732	0.879003	0.644797	-1.02377	
1.82632	5.22991	6.09258	-0.215352	0.328629	0.773233	
1.83341	6.22389	6.20195	1.2278	0.279722	1.10397	
1.61431	5.86845	7.11061	-0.112093	0.599991	0.904025	
1.97614	4.97738	7.38462	-0.269526	0.208814	-0.165041	
2.89911	4.59501	7.34083	-0.330835	0.106766	-0.562224	
2.71438	3.62744	7.51311	-2.26498	0.674141	0.519981	
2.80125	4.03268	8.42319	-0.574791	-0.191272	0.739981	
3.0859	3.32489	7.77665	0.846765	0.666534	0.431205	
2.14205	3.59311	7.96951	0.632529	-0.590303	1.11981	
1.20822	3.53205	8.322	0.164662	-0.0363442	-0.028946	
1.16126	3.02571	9.18305	0.68574	-0.567444	-0.313576	
1.5667	3.87586	8.8471	-0.497218	0.051528	-0.169496	
2.28484	3.35351	8.38729	-0.481331	1.46138	-1.73662	
3.01662	2.68047	8.27995	-1.07907	0.461761	0.516115	
3.04033	3.00099	7.33301	-1.12135	-1.1211	-0.0177647	
3.76073	2.718	7.9662	0.3666	0.350864	-1.06146	
4.6769	3.11789	7.93918	0.355494	0.489793	0.739097	
5.15424	2.55707	8.61567	-0.100496	-0.832238	-0.0389154	
4.71386	1.77297	8.17835	-0.180355	-0.243886	-1.01043	
4.65741	1.07596	8.89319	0.15496	-0.0215267	-0.76748	
5.3124	0.612542	9.49004	-1.16458	0.10435	0.771361	
4.55463	1.12135	9.08151	-0.956371	-0.0207762	0.230189	
5.09326	1.63295	9.75095	0.545274	-0.888561	-0.319835	
5.76209	0.919354	9.54252	0.0280706	-1.25188	-0.732819	
4.7718	1.04407	9.60388	0.475827	1.61258	0.509024	
4.09585	1.64645	10.0284	-0.975077	0.0512344	0.403546	
3.94383	0.716149	9.69461	-0.10169	-0.28112	0.93563	
3.76792	1.35586	8.9464	1.71033	-0.747073	0.116818	
4.14719	2.11521	8.41768	1.07549	-0.322365	0.272536	
4.34344	2.64363	9.24367	-1.44241	0.359778	0.426112	
3.90877	3.51662	9.02242	0.268229	0.956109	-0.56246	
4.90864	3.52061	9.00671	0.270732	-0.252216	-0.616227	
5.68336	3.56551	9.63741	-0.502858	0.554539	0.273305	
5.11972	4.10891	10.2595	-0.0610909	1.09964	0.196613	
5.80254	3.41187	10.4784	-1.1868	-0.0598978	0.003614	
5.53935	4.24561	9.99298	-0.834447	0.320169	0.466405	
5.04562	4.20902	10.8618	-2.49171	0.230673	-0.483328	
4.87635	3.29174	10.5014	0.191645	-0.539405	0.2393	
5.55116	3.73947	11.088	-0.841006	1.33026	-0.0076897	
4.87879	3.78678	11.8267	-0.798562	-0.47868	0.142295	
4.10786	4.26598	11.4072	-0.515638	0.528149	0.775949	
4.07052	3.31044	11.6997	-0.653723	0.16136	-0.445522	
3.78245	2.72205	12.4552	-0.833578	1.22793	0.314227	
4.48804	3.30811	12.0569	-0.608476	1.19065	0.658556	
5.13809	3.39571	12.8117	-0.226387	0.00117668	0.465414	
4.39819	2.85679	13.2143	-0.59303	0.636916	0.641145	
3.61974	3.11184	12.6408	0.0330916	-0.63654	-0.767946	
4.29865	3.27831	11.9257	0.286587	-0.135354	-0.409977	
4.50894	3.89839	12.6815	-0.0523781	-0.425209	-0.0782967	
5.04417	3.39712	12.0016	-0.262464	0.285894	-0.766438	
4.47595	4.17871	12.259	-0.294933	0.279928	-0.820027	
5.16323	4.23334	11.5346	0.18005	0.123525	-0.380518	
5.24391	5.08738	11.0207	-0.602628	-0.133327	-0.928286	
5.55501	4.27325	10.5304	-1.01079	-0.290449	-0.925973	
5.55208	4.19211	11.5271	-0.674181	-1.07014	-0.989186	
4.60783	3.90508	11.3658	-1.34833	-0.0778966	1.23136	
4.43538	3.87921	10.3811	0.511737	1.02779	0.881483	
3.86217	4.4808	9.82479	-0.599001	-0.913817	-0.062986	
4.12438	4.85588	8.93565	1.23527	-0.19444	0.786596	
4.0331	4.09584	9.57909	-0.0928663	-0.884896	-0.222461	
3.87056	3.54586	8.75989	-0.635868	0.651646	-1.14203	
4.82643	3.50076	8.46957	-0.336748	-0.441264	0.0216869	
3.87673	3.76968	8.63003	-0.0873764	-0.919598	2.26605	
